332.707		124.3075	170	667.762329	474.883453
332.707		124.3075	170	561.46936	474.5979
332.707		124.3075	170	454.967621	474.321198
332.707		124.3075	170	348.810913	474.128479
332.707		124.3075	170	242.616379	473.910065
332.707		124.3075	180	662.643005	465.278717
332.707		124.3075	180	563.15741	465.007874
332.707		124.3075	180	463.397034	464.702179
332.707		124.3075	180	363.975647	464.439545
332.707		124.3075	180	264.521423	464.326385
332.707		124.3075	190	658.343872	456.790283
332.707		124.3075	190	564.817139	456.474182
332.707		124.3075	190	471.181519	456.270905
332.707		124.3075	190	377.730652	455.987701
332.707		124.3075	190	284.129211	455.834198
332.707		124.3075	200	654.90155	449.915741
332.707		124.3075	200	566.688843	449.670135
332.707		124.3075	200	478.346863	449.433411
332.707		124.3075	200	390.200745	449.189178
332.707		124.3075	200	301.929443	448.931641
332.707		124.3075	210	651.585022	444.143005
332.707		124.3075	210	568.14679	443.885223
332.707		124.3075	210	484.479736	443.565735
332.707		124.3075	210	401.087677	443.304138
332.707	124.3075	210	317.632751	443.145966
